Date,Division,CPI Division,Weight_Price_Division,Daily Change (%)
2024-07-22,CLOTHING AND FOOTWEAR,95.529,2.382768333333333,-0.6827
2024-07-22,MISCELLANEOUS GOODS AND SERVICES,102.207,0.6286694649122807,0.0
2024-07-23,EDUCATION,100.0,354.7019230853999,0.0
2024-07-23,TRANSPORT,100.6585,722.4781455822412,0.0001
2024-07-23,FOOD AND NON-ALCOHOLIC BEVERAGES,101.418,0.8336908192599067,0.0
2024-07-23,COMMUNICATION,100.0,0.3188654333333333,0.0
2024-07-23,MISCELLANEOUS GOODS AND SERVICES,102.207,0.6286694649122807,0.0
2024-07-23,CLOTHING AND FOOTWEAR,97.092,2.421755333333333,1.6362
2024-07-23,RESTAURANTS AND HOTELS,100.3149,1.077945,0.0
2024-07-23,RECREATION AND CULTURE,99.6674,1.6293620374465574,0.0
2024-07-23,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",100.0262,0.2660266095801027,-0.0001
2024-07-23,HEALTH,100.0288,0.347893,0.0
2024-07-23,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES ",99.9505,4.641886739130435,0.0
2024-07-23,ALCOHOLIC BEVERAGES AND TOBACCO,100.361,0.4753701428571428,0.036
2024-07-24,CLOTHING AND FOOTWEAR,95.529,2.382768333333333,-1.6098
2024-07-24,RESTAURANTS AND HOTELS,100.3149,1.077945,0.0
2024-07-24,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",100.0262,0.2660266095801027,0.0
2024-07-24,FOOD AND NON-ALCOHOLIC BEVERAGES,100.9549,0.8298837335456211,-0.4566
2024-07-24,EDUCATION,100.0,354.7019230853999,0.0
