Date,CPI General,Inflation (%)
2025-03-02,78.4853,0.00012741255674841729
2025-03-03,78.5348,0.06306913523934926
2025-03-04,78.5966,0.07869122987515212
2025-03-05,78.6547,0.07392177269755977
2025-03-06,78.6194,-0.04487970839632793
2025-03-07,78.6622,0.05443948948987111
2025-03-08,78.6635,0.0016526362090057525
2025-03-09,78.6775,0.01779732658729372
2025-03-10,78.6976,0.025547329287279517
2025-03-11,78.7046,0.00889480746554533
2025-03-12,78.7081,0.004447008179957081
2025-03-13,78.7142,0.007750155320740237
2025-03-14,78.656,-0.07393837452454495
2025-03-15,78.6307,-0.03216537835638913
2025-03-16,78.6333,0.0033065965329076887
2025-03-17,78.5937,-0.05036034351859477
2025-03-18,78.5844,-0.011833009516024935
2025-03-19,78.5786,-0.007380599711912032
2025-03-20,78.521,-0.07330240039908278
2025-03-21,78.5172,-0.004839469696002661
2025-03-22,78.5253,0.010316210970333743
2025-03-23,78.5512,0.03298300038330695
2025-03-24,78.512,-0.04990375703998654
2025-03-25,78.526,0.01783166904421718
2025-03-26,78.5245,-0.0019101953493020803
2025-03-27,78.7189,0.24756604626581727
2025-03-28,78.703,-0.020198452976352595
2025-03-29,78.716,0.016517794747329857
2025-03-30,78.7159,-0.00012703897554386504
2025-03-31,78.7133,-0.003303017560621229
2025-04-01,78.752,0.049165769952462315
2025-04-02,78.7888,0.04672897196261619
2025-04-03,78.789,0.00025384318584194623
2025-04-04,78.7613,-0.03515719199380096
2025-04-05,78.6987,-0.07948065864835054
2025-04-06,78.7021,0.0043202746678143115
2025-04-07,78.6689,-0.04218438898073608
2025-04-08,78.6664,-0.0031778758823343485
2025-04-09,78.7403,0.09394099641016872
2025-04-10,78.7342,-0.007746985977959884
2025-04-11,78.754,0.02514790269032211
2025-04-12,78.7678,0.01752291947074327
2025-04-13,78.7769,0.011552944223405581
2025-04-14,78.7853,0.010663024312976069
2025-04-15,78.8111,0.0327472256880276
2025-04-16,78.7379,-0.09288031762023362
2025-04-17,78.7443,0.008128233036440259
2025-04-18,78.75,0.007238619176250826
2025-04-19,78.75,0.0
2025-04-20,78.7575,0.009523809523800861
2025-04-21,78.7582,0.0008888042408774108
2025-04-22,78.7396,-0.023616588494920387
2025-04-23,78.7138,-0.03276623198490926
2025-04-24,78.7472,0.04243220375588565
2025-04-25,78.7471,-0.00012698864214006294
2025-04-26,78.7343,-0.016254566834840382
2025-04-27,78.7343,0.0
2025-04-28,78.7343,0.0
2025-04-29,78.7343,0.0
2025-04-30,78.7292,-0.006477481859873996
2025-05-01,78.8171,0.11164853701039834
2025-05-02,78.8219,0.0060900489868353745
2025-05-03,78.8089,-0.01649287824831072
2025-05-04,78.8089,0.0
2025-05-05,78.8086,-0.00038066766570241193
2025-05-06,78.8122,0.004568029377511872
2025-05-07,78.8171,0.0062173115329760276
2025-05-08,78.7662,-0.06457989446452435
2025-05-09,78.7724,0.00787139661429251
2025-05-10,78.7528,-0.02488181139588379
2025-05-11,78.7851,0.04101441472557984
2025-05-12,78.784,-0.0013962030891550353
2025-05-13,78.7851,0.0013962225832578742
2025-05-14,78.7822,-0.0036808990532433087
2025-05-15,78.7717,-0.013327883709781527
2025-05-16,78.7716,-0.0001269491454280012
2025-05-17,78.7716,0.0
2025-05-18,78.7716,0.0
2025-05-19,78.7564,-0.019296294603648022
2025-05-20,78.7881,0.04025069708620598
2025-05-21,78.7881,0.0
2025-05-22,78.7662,-0.027796075803328487
2025-05-23,78.7954,0.037071738893082316
2025-05-24,78.7954,0.0
2025-05-25,78.7954,0.0
2025-05-26,78.8089,0.017132979843992677
2025-05-27,78.8091,0.0002537784438136293
2025-05-28,78.8078,-0.0016495556985177129
2025-05-29,78.8078,0.0
2025-05-30,78.7458,-0.07867241567458756
2025-05-31,78.7458,0.0
2025-06-01,78.6045,-0.17943814146278417
2025-06-02,78.6017,-0.0035621370277880847
2025-06-03,78.6325,0.039184903125503996
2025-06-04,78.6198,-0.016151082567634593
2025-06-05,78.5934,-0.033579327345014
2025-06-06,78.5934,0.0
2025-06-07,78.5687,-0.03142757534347124
2025-06-08,78.5686,-0.0001272771472651573
2025-06-09,78.5686,0.0
2025-06-10,78.595,0.033601209643541206
2025-06-11,78.3949,-0.25459634836820655
2025-06-12,78.2382,-0.19988545173219266
2025-06-13,78.2727,0.04409610650551035
2025-06-14,78.2727,0.0
2025-06-15,78.2727,0.0
2025-06-16,78.2462,-0.0338559932134686
2025-06-17,78.3183,0.0921450498554458
2025-06-18,78.5476,0.2927795930197785
2025-06-19,78.5296,-0.022916040719258998
2025-06-20,78.5311,0.001910107781006081
2025-06-21,78.5312,0.00012733808644386702
2025-06-22,78.5312,0.0
2025-06-23,78.5312,0.0
2025-06-24,78.5578,0.03387188786113284
2025-06-25,78.5267,-0.03958868501917699
2025-06-26,78.5321,0.006876641957441889
2025-06-27,78.3969,-0.172158900627893
2025-06-28,78.4053,0.01071470938263456
2025-06-29,78.4053,0.0
2025-06-30,78.3999,-0.0068872895072074475
2025-07-01,78.5535,0.19591861724313078
2025-07-02,78.6062,0.06708803554265758
2025-07-03,78.5749,-0.03981874203307329
2025-07-04,78.5749,0.0
2025-07-05,78.5749,0.0
2025-07-06,78.5749,0.0
2025-07-07,78.5736,-0.0016544723569492585
2025-07-08,78.5936,0.025453842002906856
2025-07-09,78.3785,-0.27368640703567787
2025-07-10,78.3553,-0.029599954069040327
2025-07-11,78.4218,0.0848698173576068
2025-07-12,78.3021,-0.1526361292395849
2025-07-13,78.3049,0.003575893877696365
2025-07-14,78.4117,0.13638993217537176
2025-07-15,78.4188,0.009054771162987568
2025-07-16,78.3925,-0.033537876121550195
2025-07-17,78.3929,0.0005102528940894445
2025-07-18,78.3638,-0.03712070863560307
2025-07-19,78.3749,0.014164703600385638
2025-07-20,78.3749,0.0
2025-07-21,78.3749,0.0
2025-07-22,78.3787,0.004848491034755068
2025-07-23,78.296,-0.10551336013481782
2025-07-24,78.2973,0.001660365791356548
2025-07-25,78.2755,-0.02784259482768006
2025-07-26,78.2755,0.0
2025-07-27,78.2755,0.0
2025-07-28,78.2755,0.0
2025-07-29,78.2659,-0.012264373910089157
2025-07-30,78.2088,-0.07295642163446082
2025-07-31,78.1989,-0.012658422070152971
2025-08-01,78.4658,0.3413091488499286
2025-08-02,78.2152,-0.31937481042697036
2025-08-03,78.2152,0.0
2025-08-04,78.0873,-0.163523202651143
2025-08-05,78.0858,-0.0019209269625060047
2025-08-06,78.1668,0.1037320485926876
2025-08-07,78.2915,0.1595306447238524
2025-08-08,78.6746,0.4893251502398075
2025-08-09,78.6737,-0.001143952431917614
2025-08-10,78.6738,0.0001271072798194564
2025-08-11,78.662,-0.014998639953826833
2025-08-12,78.6817,0.025043858533981174
2025-08-13,78.742,0.07663789674091691
2025-08-14,78.7457,0.004698890045966485
2025-08-15,78.7421,-0.004571678199578924
2025-08-16,78.7457,0.004571887211549884
2025-08-17,78.7485,0.003555749710787618
2025-08-18,78.7485,0.0
2025-08-19,78.8906,0.1804478815469491
2025-08-20,78.858,-0.04132304735925722
2025-08-21,78.7904,-0.08572370590174588
2025-08-22,78.8484,0.07361302899844742
2025-08-23,78.8571,0.01103383201181583
2025-08-24,78.8571,0.0
2025-08-25,78.8558,-0.001648551620590312
2025-08-26,78.8929,0.04704790262732132
2025-08-27,78.9405,0.060334960433705384
2025-08-28,78.9454,0.00620720669365705
2025-08-29,78.9651,0.02495395551862461
2025-08-30,78.956,-0.011524078358671945
2025-08-31,78.9608,0.0060793353260081865
2025-09-01,79.0155,0.06927488070029288
2025-09-02,79.1841,0.21337585663572065
2025-09-03,79.0042,-0.2271920751767129
2025-09-04,78.9796,-0.031137585090403302
2025-09-05,78.9793,-0.0003798449219924625
2025-09-06,78.9828,0.004431540922751279
2025-09-07,78.9828,0.0
2025-09-08,78.9864,0.004557954390077106
2025-09-09,78.9249,-0.07786150527180556
2025-09-10,78.9322,0.009249299017167903
2025-09-11,78.9366,0.0055744043622298085
2025-09-12,78.9492,0.015962177240983474
2025-09-13,78.9474,-0.002279947105230845
2025-09-14,78.9457,-0.002153332471999826
2025-09-15,78.8917,-0.06840144555055189
2025-09-16,78.9238,0.04068869095227989
2025-09-17,78.9366,0.016218174999174634
2025-09-18,78.9309,-0.007220984942351811
2025-09-19,78.9027,-0.03572745274664071
2025-09-20,78.9016,-0.0013941221276253964
2025-09-21,78.9048,0.004055684548846338
2025-09-22,78.9015,-0.004182255071929543
2025-09-23,78.939,0.04752761354346155
2025-09-24,78.9584,0.024575938382807645
2025-09-25,79.1142,0.19731909461184532
2025-09-26,79.0069,-0.1356267269339702
2025-09-27,79.0051,-0.00227828202347252
2025-09-28,79.0051,0.0
2025-09-29,78.9949,-0.012910558938597059
2025-09-30,78.8905,-0.13216043061007518
2025-10-01,78.8917,0.0015210956959294253
2025-10-02,78.9655,0.0935459623762774
2025-10-03,78.982,0.020895201068812985
2025-10-04,78.9806,-0.0017725557722061262
2025-10-05,78.9787,-0.002405654046679842
2025-10-06,79.0037,0.03165410420783258
2025-10-07,79.0025,-0.001518916202655323
2025-10-08,78.9518,-0.06417518432959966
2025-10-09,78.9559,0.0051930418305776395
2025-10-10,78.9682,0.015578316503258405
2025-10-11,78.9707,0.0031658313093089704
2025-10-12,78.9724,0.0021526971395715005
2025-10-13,78.975,0.00329228945809048
2025-10-14,78.9477,-0.03456790123456382
2025-10-15,78.8938,-0.06827304658653606
2025-10-16,78.8961,0.002915311469349046
2025-10-17,78.849,-0.05969876838018655
2025-10-18,78.842,-0.008877728316154932
2025-10-19,78.8616,0.024859846274824272
2025-10-20,78.9041,0.053891881473371046
2025-10-21,78.9016,-0.0031684031628238917
2025-10-22,78.732,-0.2149512810893602
2025-10-23,78.8364,0.13260173754000695
2025-10-24,78.7625,-0.0937384253973986
2025-10-25,78.744,-0.023488335184895185
2025-10-26,78.744,0.0
2025-10-27,78.7708,0.034034339124243605
2025-10-28,78.7583,-0.015868824488247717
2025-10-29,78.7642,0.007491273935568578
2025-10-30,78.7642,0.0
2025-10-31,78.7381,-0.03313688198445432
2025-11-01,78.6528,-0.10833383076300254
2025-11-02,78.6769,0.030640994344771234
2025-11-03,78.7465,0.08846306857539393
2025-11-04,78.7405,-0.0076193862584371715
2025-11-05,78.5428,-0.2510779078110979
2025-11-06,78.55,0.009166976476516537
2025-11-07,78.5409,-0.01158497772120135
2025-11-08,78.5079,-0.042016325252176946
2025-11-09,78.5078,-0.00012737571633341312
2025-11-10,78.4923,-0.019743261179147747
2025-11-11,78.4903,-0.0025480206338651546
2025-11-12,78.5068,0.02102170586683134
2025-11-13,78.5559,0.06254235301909605
2025-11-14,78.3985,-0.2003668725073426
2025-11-15,78.3905,-0.010204276867536454
2025-11-16,78.3539,-0.046689330977614726
2025-11-17,78.3347,-0.02450420464073631
2025-11-18,78.3186,-0.02055283290801452
2025-11-19,78.2882,-0.03881581131429852
2025-11-20,78.3444,0.07178604183004567
2025-11-21,78.3654,0.026804723758176458
2025-11-22,78.3025,-0.0802650149172965
2025-11-23,78.3039,0.0017879378053112516
2025-11-24,78.3168,0.016474275227673092
2025-11-25,78.3168,0.0
2025-11-26,78.3214,0.005873580125843222
2025-11-27,78.3238,0.003064296603493576
2025-11-28,78.3194,-0.005617704963247386
2025-11-29,78.3233,0.004979609138989278
2025-11-30,78.3931,0.08911779764131586
2025-12-01,78.4551,0.0790885932562912
2025-12-02,78.4823,0.03466951160599305
2025-12-03,78.5717,0.11391103471739733
2025-12-04,78.5741,0.003054534902508672
2025-12-05,78.5577,-0.020872017624133665
2025-12-06,78.5728,0.019221540345508957
2025-12-07,78.5727,-0.00012727050582812328
2025-12-08,78.407,-0.2108874965477845
2025-12-09,78.3583,-0.062111801242231736
2025-12-10,78.5091,0.19244930020177037
2025-12-11,78.5433,0.04356182913827627
2025-12-12,78.5831,0.05067268627623185
2025-12-13,78.5774,-0.007253467984852315
2025-12-14,78.5701,-0.009290203035479349
2025-12-15,78.5666,-0.004454620778136341
2025-12-16,78.5659,-0.0008909638446805843
2025-12-17,78.8097,0.3103127438239839
2025-12-18,78.8,-0.012308129583045446
2025-12-19,78.8371,0.04708121827412368
2025-12-20,78.7289,-0.13724502803884303
2025-12-21,78.8156,0.11012474453473572
2025-12-22,78.8571,0.05265455062195708
2025-12-23,78.8523,-0.0060869598298733075
2025-12-24,78.8907,0.04869864290578178
2025-12-25,78.8876,-0.003929487252602934
2025-12-26,78.8876,0.0
2025-12-27,78.8932,0.007098707528162789
2025-12-28,78.8417,-0.06527812282933144
2025-12-29,78.8359,-0.007356513114262882
2025-12-30,78.8242,-0.014840954438257819
2025-12-31,78.8027,-0.0272758873543952
2026-01-01,78.8021,-0.000761395231388908
2026-01-02,79.1823,0.4824744518229871
2026-01-03,79.1152,-0.08474116058765202
2026-01-04,79.1794,0.08114749125326055
2026-01-05,79.2141,0.04382453011768318
2026-01-06,79.1536,-0.07637529177255648
