Date,Name,Subclass,Url,Division,Retailer
2024-04-04,Φορητό Ηχείο SHARP GX-BT60BK μαύρο,"Equipment for the reception, recording and reproduction of sound",/products/sound-and-vision/sound/portable-speakers/376834,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES ",Stephanis
2024-04-04,Σπρέι καθαρισμού FAMOZO Professional ,Accessories for information processing equipment,/products/information-technology/laptops-and-accessories/cleaning-accessories/342689,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES ",Stephanis
2024-04-04,Ζυγαριά αποσκευών NEDIS SCLU110GY ,Travel goods,/products/home-appliances/travel-accessories/luggage-scales/357371,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES ",Stephanis
2024-04-04,ADIDAS SPRINTER SHORTS,Garments for men,/product_details.php?pid=158374&type=groups,CLOTHING AND FOOTWEAR,Athlokinisi
2024-04-04,NORTH FACE MENS SIMPLE DOME TEE,Garments for men,/product_details.php?pid=89225&type=groups,CLOTHING AND FOOTWEAR,Athlokinisi
2024-04-04,ADIDAS OPT ST 78 TIG,Garments for women,/product_details.php?pid=156843&type=groups,CLOTHING AND FOOTWEAR,Athlokinisi
2024-04-04,ADIDAS W WINRS TEE,Garments for women,/product_details.php?pid=158009&type=groups,CLOTHING AND FOOTWEAR,Athlokinisi
2024-04-04,NIKE LITTLE GIRLS BOXY TEE & BIKE SHORT SET,Garments for infants (0 to 2 years) and children (3 to 13 years),/product_details.php?pid=155090&type=groups,CLOTHING AND FOOTWEAR,Athlokinisi
2024-04-04,SKECHERS GIRLS FLUTTER HEART - LOVE LIGHT SHOES,Footwear for infants and children,/product_details.php?pid=157292&type=groups,CLOTHING AND FOOTWEAR,Athlokinisi
2024-04-04,ADIDAS LIGHT NOSH 3-PAIRS,Clothing accessories,/product_details.php?pid=109405&type=groups,CLOTHING AND FOOTWEAR,Athlokinisi
2024-04-04,ADIDAS BASEB CLASS TRE,Clothing accessories,/product_details.php?pid=96595&type=groups,CLOTHING AND FOOTWEAR,Athlokinisi
2024-04-04,SPECIALIZED - ROCKHOPPER 29'',Bicycles,/collections/mountain-bikes/products/specialized-rockhopper-29,TRANSPORT,AWOL
2024-04-04,SPECIALIZED - FAST TRACK 2BLISS READY - TAN SIDEWALL,Tyres,/collections/mtb-tyres/products/specialized-fast-track-2bliss-ready,TRANSPORT,AWOL
2024-04-04,Cabochard Vanille Caramel 0mg 50ml,Other tobacco products,https://altervape.eu/collections/eliquids/products/cabochard-vanille-caramel-0mg-50ml,ALCOHOLIC BEVERAGES AND TOBACCO,Alter Vape
2024-04-04,adidas men essentials single jersey big logo t-shirt (IC9349,Garments for men,/products/adidas-men-essentials-single-jersey-big-logo-t-shirt-ic9349,CLOTHING AND FOOTWEAR,FamousSports
2024-04-04,adidas men future icons 3-stripes shorts (IC3752),Garments for men,/products/adidas-men-future-icons-3-stripes-shorts-ic3752,CLOTHING AND FOOTWEAR,FamousSports
2024-04-04,adidas men breaknet 2.0 shoes (IF5049),Footwear for men,/products/adidas-men-breaknet-20-shoes-if5049,CLOTHING AND FOOTWEAR,FamousSports
2024-04-04,Reebok Men Flexagon Force 4 Training Shoes (HR0404),Footwear for men,/products/reebok-men-flexagon-force-4-training-shoes-hr0404,CLOTHING AND FOOTWEAR,FamousSports
2024-04-04,Bdtk Women Co Slim Tshirt (1231-900028),Garments for women,/products/bdtk-women-co-slim-tshirt-1231-900028-1231-900028-00200,CLOTHING AND FOOTWEAR,FamousSports
2024-04-04,adidas women train essentials brand love high-waisted full-l,Garments for women,/products/adidas-women-train-essentials-brand-love-high-waisted-full-l,CLOTHING AND FOOTWEAR,FamousSports
2024-04-04,Boboli Knit jacket fantasy for kids boy (525192),Garments for infants (0 to 2 years) and children (3 to 13 years),/products/boboli-knit-jacket-fantasy-for-kids-boy-525192,CLOTHING AND FOOTWEAR,FamousSports
2024-04-04,New Balance Kids Boy 574 - Classics Gradeschool (GC574CU1),Footwear for infants and children,/products/new-balance-kids-boy-574-classics-gradeschool-gc574cu1,CLOTHING AND FOOTWEAR,FamousSports
2024-04-04,KTM 390 ADVENTURE 2022 - Black,Motor cycles,/ktm-rc-390-orange-2023.html,TRANSPORT,MotoRace
2024-04-04,Από μένα αυτά…,Other non-fiction books,https://www.public.cy/public/v1/mm/productPage?sku=1796703&locale=el,RECREATION AND CULTURE,Public
2024-04-04,"Φιλαράκια, εραστές και το μεγάλο, φριχτό πράγμα",Other non-fiction books,https://www.public.cy/public/v1/mm/productPage?sku=1807476&locale=el,RECREATION AND CULTURE,Public
2024-04-04,Να βρω ξανά του νήματος την άκρη...,Other non-fiction books,https://www.public.cy/public/v1/mm/productPage?sku=1707460&locale=el,RECREATION AND CULTURE,Public
2024-04-04,Η τέχνη του να έχεις πάντα δίκιο,Other non-fiction books,https://www.public.cy/public/v1/mm/productPage?sku=0610150&locale=el,RECREATION AND CULTURE,Public
2024-04-04,Ο πλουσιότερος άνθρωπος της Βαβυλώνας,Other non-fiction books,https://www.public.cy/public/v1/mm/productPage?sku=1572503&locale=el,RECREATION AND CULTURE,Public
2024-04-04,Διαλειμματική νηστεία και αποφυγή νόσων,Other non-fiction books,https://www.public.cy/public/v1/mm/productPage?sku=1362332&locale=el,RECREATION AND CULTURE,Public
2024-04-04,Το σύγχρονο λεξικό τσέπης για μαθητές Δημοτικού,Educational text books,https://www.public.cy/public/v1/mm/productPage?sku=1411398&locale=el,RECREATION AND CULTURE,Public
2024-04-04,Βοήθημα Γλωσσικά μυστήρια στη Β' Δημοτικού - Ζαχαρόπουλος (Εκδόσεις Παπαδόπουλος),Educational text books,https://www.public.cy/public/v1/mm/productPage?sku=1712720&locale=el,RECREATION AND CULTURE,Public
2024-04-04,Βοήθημα Τεστάκια γλώσσας Γ' Δημοτικού - Ραπτόπουλος Κώστας Σ. (ΠΑΤΑΚΗΣ),Educational text books,https://www.public.cy/public/v1/mm/productPage?sku=1314422&locale=el,RECREATION AND CULTURE,Public
2024-04-04,Βοήθημα Γλωσσικές Ασκήσεις Για Την Δ' Δημοτικού - Στράτου (ΣΑΒΒΑΛΑΣ),Educational text books,https://www.public.cy/public/v1/mm/productPage?sku=0701249&locale=el,RECREATION AND CULTURE,Public
2024-04-04,Βοήθημα Γίνομαι άριστος στη γλώσσα Ε' Δημοτικού - Σάκκου (ΣΑΒΒΑΛΑΣ),Educational text books,https://www.public.cy/public/v1/mm/productPage?sku=0700495&locale=el,RECREATION AND CULTURE,Public
2024-04-04,Βοήθημα Τεστάκια Μαθηματικών ΣΤ' Δημοτικού - Ραπτόπουλος (ΠΑΤΑΚΗΣ),Educational text books,https://www.public.cy/public/v1/mm/productPage?sku=1228653&locale=el,RECREATION AND CULTURE,Public
2024-04-04,Βοήθημα Το λυσάρι Α΄ Γυμνασίου - Μιχαλάκης (ΕΚΔΟΣΕΙΣ ΛΥΣΑΡΙ),Educational text books,https://www.public.cy/public/v1/mm/productPage?sku=1639194&locale=el,RECREATION AND CULTURE,Public
2024-04-04,Βοήθημα Kείμενα Νεοελληνικής Λογοτεχνίας Β' Γυμνασίου - Γεωργιάδου (ΜΕΤΑΙΧΜΙΟ),Educational text books,https://www.public.cy/public/v1/mm/productPage?sku=1295401&locale=el,RECREATION AND CULTURE,Public
2024-04-04,Βοήθημα Ευριπίδη Ελένη Γ' Γυμνασίου - Παππάς (ΕΛΛΗΝΟΕΚΔΟΤΙΚΗ),Educational text books,https://www.public.cy/public/v1/mm/productPage?sku=0700468&locale=el,RECREATION AND CULTURE,Public
2024-04-04,Βοήθημα Νέα ελληνικά Α' Λυκείου - Μητσέλος (Ελληνοεκδοτική),Educational text books,https://www.public.cy/public/v1/mm/productPage?sku=1718657&locale=el,RECREATION AND CULTURE,Public
2024-04-04,Βοήθημα Νεοελληνική Γλώσσα & Λογοτεχνία Β' Λυκείου (+Θεωρία Και Ασκήσεις + Απαντήσεις Ασκήσεων Θεωρίας Και Κριτηρίων) - Μάλαμα Ισιδώρα (ΧΑΤΖΗΘΩΜΑ),Educational text books,https://www.public.cy/public/v1/mm/productPage?sku=1640444&locale=el,RECREATION AND CULTURE,Public
2024-04-04,Βοήθημα Νέα Ελληνικά - Θεωρία και Διδακτικές Προτάσεις Γ' Λυκείου - Σπύρος Μητσέλος (Ελληνοεκδοτική),Educational text books,https://www.public.cy/public/v1/mm/productPage?sku=1828482&locale=el,RECREATION AND CULTURE,Public
2024-04-04,Το προξενιό της Ιουλίας,Fiction books,https://www.public.cy/public/v1/mm/productPage?sku=1506056&locale=el,RECREATION AND CULTURE,Public
2024-04-04,Το ναυάγιο,Fiction books,https://www.public.cy/public/v1/mm/productPage?sku=1598779&locale=el,RECREATION AND CULTURE,Public
2024-04-04,Το μωρό της σοφίτας,Fiction books,https://www.public.cy/public/v1/mm/productPage?sku=1807718&locale=el,RECREATION AND CULTURE,Public
